Entry Time,Entry,Exit,Exit Time,Result
2021-06-02 00:15:00,2625.04,2561.34,2021-06-02 01:14:59.999000,-2.0
2021-06-03 06:15:00,2808.14,2729.28,2021-06-04 01:29:59.999000,-2.0
2021-06-04 17:15:00,2673.14,2810.0,2021-06-05 08:44:59.999000,5.0
2021-06-06 03:00:00,2681.37,2774.44,2021-06-07 03:29:59.999000,3.4709868462763502
2021-06-08 21:30:00,2517.97,2453.37,2021-06-09 00:59:59.999000,-2.0
2021-06-09 09:15:00,2486.51,2611.41,2021-06-09 16:44:59.999000,5.0
2021-06-10 13:45:00,2538.06,2481.04,2021-06-10 16:29:59.999000,-2.0
2021-06-11 08:00:00,2446.08,2379.04,2021-06-11 16:44:59.999000,-2.0
2021-06-12 10:45:00,2384.34,2336.08,2021-06-13 03:44:59.999000,-2.0
2021-06-13 12:45:00,2361.27,2485.01,2021-06-13 20:14:59.999000,5.0
2021-06-14 13:45:00,2566.23,2573.62,2021-06-15 14:14:59.999000,0.2879710704028818
2021-06-17 04:45:00,2423.02,2373.69,2021-06-17 14:14:59.999000,-2.0
2021-06-19 01:45:00,2239.59,2179.76,2021-06-19 03:29:59.999000,-2.0
2021-06-20 07:15:00,2196.72,2130.82,2021-06-20 10:14:59.999000,-2.0
2021-06-20 19:30:00,2170.01,2117.09,2021-06-21 04:14:59.999000,-2.0
2021-06-22 04:00:00,1976.07,1935.58,2021-06-22 05:44:59.999000,-2.0
2021-06-22 19:00:00,1934.74,1895.92,2021-06-22 19:59:59.999000,-2.0
2021-06-24 10:00:00,1941.57,1891.65,2021-06-25 10:29:59.999000,-2.5711151284784917
2021-06-25 22:45:00,1827.1,1777.16,2021-06-26 07:14:59.999000,-2.0
2021-06-26 19:15:00,1790.92,1883.12,2021-06-27 02:29:59.999000,5.0
2021-06-27 23:00:00,1954.34,2054.03,2021-06-28 08:14:59.999000,5.0
2021-06-29 04:15:00,2118.36,2225.69,2021-06-29 13:59:59.999000,5.0
2021-06-30 14:30:00,2135.04,2242.37,2021-06-30 19:59:59.999000,5.0
2021-07-01 22:45:00,2126.34,2080.58,2021-07-02 03:14:59.999000,-2.0
2021-07-02 15:00:00,2117.35,2224.48,2021-07-03 12:14:59.999000,5.0
2021-07-04 06:00:00,2280.33,2278.17,2021-07-05 06:29:59.999000,-0.09472313217823099
2021-07-05 22:45:00,2235.57,2314.59,2021-07-06 23:14:59.999000,3.5346690105879026
2021-07-09 06:45:00,2120.27,2073.16,2021-07-09 11:29:59.999000,-2.0
2021-07-09 15:30:00,2171.93,2128.46,2021-07-09 19:14:59.999000,-2.0
2021-07-11 01:15:00,2114.8,2138.03,2021-07-12 01:44:59.999000,1.0984490259126165
2021-07-13 11:30:00,2010.59,1969.65,2021-07-13 12:59:59.999000,-2.0
2021-07-14 11:00:00,1943.0,1909.2,2021-07-15 11:29:59.999000,-1.7395779722079237
2021-07-15 22:15:00,1921.92,1871.72,2021-07-16 08:44:59.999000,-2.0
2021-07-16 16:45:00,1929.0,1880.39,2021-07-16 22:44:59.999000,-2.0
2021-07-17 09:15:00,1893.75,1853.01,2021-07-17 10:59:59.999000,-2.0
2021-07-17 16:45:00,1903.44,1893.5,2021-07-18 17:14:59.999000,-0.5222124154163018
2021-07-19 07:30:00,1902.05,1857.86,2021-07-19 10:59:59.999000,-2.0
2021-07-20 01:00:00,1815.99,1762.74,2021-07-20 02:29:59.999000,-2.0
2021-07-20 14:30:00,1761.12,1853.56,2021-07-21 04:29:59.999000,5.0
2021-07-21 04:30:00,1853.56,1949.7,2021-07-21 15:29:59.999000,5.0
2021-07-22 15:45:00,2027.31,2027.81,2021-07-23 16:14:59.999000,0.02466322368064085
2021-07-23 23:30:00,2099.95,2184.75,2021-07-24 23:59:59.999000,4.0381913855091875
2021-07-25 07:15:00,2178.87,2127.23,2021-07-25 13:29:59.999000,-2.0
2021-07-25 21:00:00,2156.79,2293.89,2021-07-26 01:14:59.999000,5.0
2021-07-26 17:00:00,2364.98,2276.18,2021-07-26 20:14:59.999000,-2.0
2021-07-27 10:00:00,2235.01,2306.51,2021-07-28 10:29:59.999000,3.1990908318083586
2021-07-28 11:30:00,2331.68,2282.49,2021-07-28 13:44:59.999000,-2.0
2021-07-28 20:00:00,2309.92,2313.2,2021-07-29 20:29:59.999000,0.1419962596107114
2021-07-30 20:15:00,2395.67,2493.01,2021-07-31 20:44:59.999000,4.06316395830812
2021-07-31 21:15:00,2517.45,2645.23,2021-08-01 19:44:59.999000,5.0
2021-08-01 20:30:00,2675.84,2618.04,2021-08-01 22:29:59.999000,-2.0
2021-08-02 09:30:00,2584.47,2527.15,2021-08-03 03:44:59.999000,-2.0
2021-08-03 14:45:00,2523.34,2469.03,2021-08-03 17:59:59.999000,-2.0
2021-08-04 00:30:00,2488.01,2618.67,2021-08-04 13:44:59.999000,5.0
2021-08-05 15:45:00,2785.65,2869.28,2021-08-06 16:14:59.999000,3.0021718449912984
2021-08-07 23:15:00,3104.99,3042.76,2021-08-08 14:44:59.999000,-2.0
2021-08-09 10:45:00,3098.18,3135.14,2021-08-10 11:14:59.999000,1.1929584465718595
2021-08-10 22:15:00,3188.18,3122.32,2021-08-10 23:29:59.999000,-2.0
2021-08-13 06:30:00,3088.23,3248.01,2021-08-13 10:29:59.999000,5.0
2021-08-13 20:30:00,3278.91,3228.98,2021-08-14 20:59:59.999000,-1.5227621374176126
2021-08-14 22:15:00,3261.26,3187.05,2021-08-15 07:44:59.999000,-2.0
2021-08-15 20:00:00,3207.87,3151.8,2021-08-16 20:29:59.999000,-1.7478887860168808
2021-08-17 06:00:00,3173.51,3081.32,2021-08-17 20:14:59.999000,-2.0
2021-08-18 07:30:00,3043.89,2981.81,2021-08-19 03:14:59.999000,-2.0
2021-08-19 14:15:00,3043.23,3227.51,2021-08-20 00:29:59.999000,5.0
2021-08-20 14:15:00,3262.01,3257.33,2021-08-21 14:44:59.999000,-0.1434698238202915
2021-08-22 07:45:00,3260.41,3166.53,2021-08-22 14:59:59.999000,-2.0
2021-08-23 01:00:00,3248.85,3296.31,2021-08-24 01:29:59.999000,1.460824599473661
2021-08-24 06:45:00,3339.11,3261.28,2021-08-24 13:44:59.999000,-2.0
2021-08-25 06:45:00,3216.54,3119.81,2021-08-25 08:44:59.999000,-2.0
2021-08-25 16:30:00,3210.82,3141.37,2021-08-26 04:14:59.999000,-2.0
2021-08-26 17:00:00,3110.25,3238.94,2021-08-27 17:29:59.999000,4.137609516919864
2021-08-28 18:45:00,3245.29,3180.28,2021-08-29 03:59:59.999000,-2.0
2021-08-29 20:00:00,3220.24,3153.0,2021-08-30 04:44:59.999000,-2.0
2021-08-30 12:45:00,3169.68,3329.33,2021-08-30 19:44:59.999000,5.0
2021-08-31 08:45:00,3354.18,3525.84,2021-09-01 05:59:59.999000,5.0
2021-09-02 14:00:00,3793.4,3990.0,2021-09-03 14:29:59.999000,5.1826857172984635
2021-09-04 09:30:00,3929.83,3840.52,2021-09-04 19:14:59.999000,-2.0
2021-09-05 01:30:00,3893.66,3927.21,2021-09-06 01:59:59.999000,0.8616571554783978
2021-09-06 09:15:00,3953.04,3854.85,2021-09-07 08:14:59.999000,-2.0
2021-09-08 03:00:00,3495.67,3423.14,2021-09-08 03:29:59.999000,-2.0
2021-09-08 14:30:00,3413.35,3523.33,2021-09-09 14:59:59.999000,3.2220545798116227
2021-09-09 14:45:00,3535.24,3453.29,2021-09-09 19:14:59.999000,-2.0
2021-09-10 05:45:00,3448.85,3374.58,2021-09-10 08:44:59.999000,-2.0
2021-09-11 08:00:00,3248.07,3417.45,2021-09-12 08:29:59.999000,5.214789090136593
2021-09-13 20:30:00,3262.34,3374.93,2021-09-14 20:59:59.999000,3.451203737194765
2021-09-15 12:00:00,3411.22,3586.74,2021-09-15 22:44:59.999000,5.0
2021-09-17 05:00:00,3577.45,3505.64,2021-09-17 09:44:59.999000,-2.0
2021-09-18 04:15:00,3462.45,3383.71,2021-09-18 20:29:59.999000,-2.0
