Entry Time,Entry,Exit,Exit Time,Result
2022-01-01 17:00:00,3727.61,3823.4,2022-01-02 17:29:59.999000,2.569743079345746
2022-01-03 10:15:00,3819.78,3753.43,2022-01-03 16:29:59.999000,-2.0
2022-01-04 07:15:00,3749.11,3812.19,2022-01-05 07:44:59.999000,1.6825326544166461
2022-01-06 17:45:00,3433.52,3361.2,2022-01-07 02:59:59.999000,-2.0
2022-01-08 00:30:00,3219.93,3158.28,2022-01-08 15:14:59.999000,-2.0
2022-01-09 02:30:00,3132.43,3153.82,2022-01-10 02:59:59.999000,0.6828564405270134
2022-01-10 23:00:00,3062.73,3229.88,2022-01-11 16:44:59.999000,5.0
2022-01-12 10:15:00,3266.5,3362.65,2022-01-13 10:44:59.999000,2.943517526404411
2022-01-13 10:45:00,3362.64,3313.25,2022-01-13 15:29:59.999000,-2.0
2022-01-14 05:30:00,3284.65,3224.54,2022-01-14 10:59:59.999000,-2.0
2022-01-14 17:45:00,3281.83,3342.04,2022-01-15 18:14:59.999000,1.8346471328496612
2022-01-16 10:30:00,3327.83,3258.22,2022-01-17 03:59:59.999000,-2.0
2022-01-18 03:30:00,3193.4,3161.57,2022-01-18 09:29:59.999000,-2.0
2022-01-18 23:15:00,3174.3,3105.11,2022-01-19 03:44:59.999000,-2.0
2022-01-19 14:15:00,3125.42,3208.41,2022-01-20 14:44:59.999000,2.6553231245720506
2022-01-23 01:15:00,2439.33,2395.36,2022-01-23 02:59:59.999000,-2.0
2022-01-24 01:00:00,2490.27,2436.62,2022-01-24 02:59:59.999000,-2.0
2022-01-24 19:30:00,2357.34,2465.16,2022-01-24 20:59:59.999000,5.0
2022-01-25 11:45:00,2421.08,2403.34,2022-01-25 15:14:59.999000,-2.0
2022-01-26 04:15:00,2471.83,2596.54,2022-01-26 13:44:59.999000,5.0
2022-01-27 11:00:00,2424.37,2376.59,2022-01-27 20:29:59.999000,-2.0
2022-01-28 04:00:00,2446.91,2390.3,2022-01-28 07:59:59.999000,-2.0
2022-01-28 17:00:00,2474.01,2594.73,2022-01-29 13:44:59.999000,5.0
2022-01-30 07:45:00,2609.21,2563.9,2022-01-30 19:29:59.999000,-2.0
2022-01-31 11:45:00,2525.34,2646.17,2022-01-31 16:44:59.999000,5.0
2022-02-02 13:00:00,2800.99,2719.09,2022-02-02 14:44:59.999000,-2.0
2022-02-03 03:15:00,2684.27,2618.99,2022-02-03 09:59:59.999000,-2.0
2022-02-03 22:00:00,2659.87,2789.3,2022-02-04 06:14:59.999000,5.0
2022-02-06 01:00:00,3026.31,2972.05,2022-02-06 15:14:59.999000,-2.0
2022-02-06 23:45:00,3068.84,3013.18,2022-02-07 00:29:59.999000,-2.0
2022-02-08 06:15:00,3214.65,3137.29,2022-02-08 08:14:59.999000,-2.0
2022-02-08 22:45:00,3102.35,3250.72,2022-02-09 19:44:59.999000,5.0
2022-02-10 11:15:00,3251.05,3139.48,2022-02-10 13:44:59.999000,-2.0
2022-02-11 09:45:00,3103.83,3022.95,2022-02-11 18:44:59.999000,-2.0
2022-02-12 19:00:00,2971.17,2888.93,2022-02-12 21:44:59.999000,-2.0
2022-02-13 09:45:00,2922.35,2849.0,2022-02-13 18:44:59.999000,-2.0
2022-02-14 11:00:00,2872.49,3012.41,2022-02-15 01:44:59.999000,5.0
