Entry Time,Entry,Exit,Exit Time,Result
2021-06-01 04:15:00,2634.61,2665.5,2021-06-01 05:29:59.999000,1.1724695495727973
2021-06-01 08:45:00,2564.55,2601.29,2021-06-01 10:29:59.999000,1.4326100095533243
2021-06-02 08:00:00,2692.6,2744.8,2021-06-02 14:29:59.999000,1.9386466612196491
2021-06-02 15:30:00,2786.82,2744.78,2021-06-02 20:14:59.999000,-1.5085294349832412
2021-06-02 23:00:00,2697.33,2744.28,2021-06-03 04:29:59.999000,1.740610158934957
2021-06-03 05:30:00,2779.5,2812.08,2021-06-03 06:29:59.999000,1.1721532649757125
2021-06-03 06:15:00,2808.14,2853.58,2021-06-03 09:29:59.999000,1.6181529410926825
2021-06-03 09:30:00,2853.59,2806.63,2021-06-03 11:59:59.999000,-1.645646361250216
2021-06-04 01:45:00,2731.64,2693.71,2021-06-04 05:29:59.999000,-1.388543146241812
2021-06-04 06:00:00,2655.8,2624.53,2021-06-04 11:59:59.999000,-1.1774229987197824
2021-06-05 11:45:00,2658.85,2616.93,2021-06-05 13:59:59.999000,-1.5766214716888909
2021-06-05 14:00:00,2616.83,2571.13,2021-06-05 21:29:59.999000,-1.746387805092414
2021-06-06 09:15:00,2725.69,2671.52,2021-06-06 13:44:59.999000,-1.9873866800700033
2021-06-07 01:15:00,2757.27,2809.72,2021-06-07 10:14:59.999000,1.9022438861627557
2021-06-07 10:45:00,2826.01,2772.02,2021-06-07 16:14:59.999000,-1.9104674081125061
2021-06-07 17:30:00,2742.04,2698.21,2021-06-07 18:44:59.999000,-1.5984449533923621
2021-06-07 18:30:00,2709.58,2657.58,2021-06-07 20:59:59.999000,-1.9191166158592845
2021-06-07 21:15:00,2608.5,2560.0,2021-06-08 02:44:59.999000,-1.8593061146252636
2021-06-08 03:15:00,2457.94,2490.96,2021-06-08 03:59:59.999000,1.3434013848995492
2021-06-08 03:45:00,2474.45,2516.15,2021-06-08 07:59:59.999000,1.6852229788437947
2021-06-08 14:30:00,2393.1,2353.63,2021-06-08 15:14:59.999000,-1.6493251431197944
2021-06-08 15:00:00,2383.48,2422.72,2021-06-08 17:59:59.999000,1.6463322536794847
2021-06-10 16:45:00,2490.4,2458.69,2021-06-10 19:59:59.999000,-1.2732894314166414
2021-06-11 01:30:00,2410.99,2455.76,2021-06-11 03:29:59.999000,1.856913550035481
2021-06-11 16:15:00,2419.11,2379.3,2021-06-11 21:14:59.999000,-1.645646539429788
2021-06-11 21:45:00,2334.35,2290.87,2021-06-12 01:59:59.999000,-1.8626170025917288
2021-06-12 02:15:00,2285.92,2309.69,2021-06-12 10:14:59.999000,1.039843914047735
2021-06-12 11:00:00,2393.55,2367.99,2021-06-13 03:14:59.999000,-1.0678699003572267
2021-06-13 04:00:00,2333.74,2370.61,2021-06-13 16:14:59.999000,1.579867508805623
2021-06-13 17:45:00,2408.76,2430.27,2021-06-13 19:59:59.999000,0.8929905843670504
2021-06-13 20:30:00,2479.85,2526.6,2021-06-13 21:14:59.999000,1.8851946690324013
2021-06-13 21:00:00,2524.02,2475.31,2021-06-14 03:29:59.999000,-1.9298579250560628
2021-06-14 13:30:00,2537.84,2584.17,2021-06-14 16:14:59.999000,1.8255681997289004
2021-06-14 16:15:00,2584.06,2533.32,2021-06-14 18:59:59.999000,-1.963576697135507
2021-06-15 00:45:00,2618.36,2573.62,2021-06-15 14:14:59.999000,-1.7087031577017764
2021-06-16 11:00:00,2488.47,2448.34,2021-06-16 12:59:59.999000,-1.6126374840765474
2021-06-16 12:45:00,2448.16,2419.99,2021-06-16 16:44:59.999000,-1.1506600875759785
2021-06-16 17:15:00,2408.0,2364.44,2021-06-16 23:14:59.999000,-1.8089700996677718
2021-06-16 23:30:00,2356.2,2396.85,2021-06-17 00:59:59.999000,1.7252355487649644
2021-06-17 12:45:00,2387.92,2341.12,2021-06-17 17:14:59.999000,-1.9598646520821543
