Entry Time,Entry,Exit,Exit Time,Result
2022-11-01 10:15:00,1604.68,1570.44,2022-11-01 14:04:59.999000,-2.0
2022-11-01 17:45:00,1574.02,1585.59,2022-11-02 01:54:59.999000,0.7350605456093274
2022-11-02 13:10:00,1557.53,1514.36,2022-11-02 20:14:59.999000,-2.0
2022-11-02 23:55:00,1519.63,1543.03,2022-11-03 08:04:59.999000,1.539848515757116
2022-11-03 10:05:00,1554.2,1542.41,2022-11-03 18:09:59.999000,-0.7585896281044887
2022-11-03 19:15:00,1544.78,1541.13,2022-11-04 03:24:59.999000,-0.2362795996840886
2022-11-04 11:15:00,1589.84,1641.19,2022-11-04 19:19:59.999000,3.229884768278578
2022-11-04 19:15:00,1644.82,1651.55,2022-11-05 03:24:59.999000,0.40916331270291084
2022-11-05 06:30:00,1654.36,1629.87,2022-11-05 14:34:59.999000,-1.480330762349187
2022-11-05 16:40:00,1640.0,1629.03,2022-11-06 00:49:59.999000,-0.668902439024392
2022-11-06 05:30:00,1618.06,1620.88,2022-11-06 13:34:59.999000,0.17428278308592782
2022-11-06 14:55:00,1625.69,1601.82,2022-11-06 22:59:59.999000,-1.4682996143176201
2022-11-07 02:45:00,1593.3,1552.34,2022-11-07 07:54:59.999000,-2.0
2022-11-07 10:20:00,1581.38,1590.49,2022-11-07 18:24:59.999000,0.5760791207679306
2022-11-08 01:40:00,1569.05,1525.07,2022-11-08 03:19:59.999000,-2.0
2022-11-08 07:40:00,1494.26,1462.03,2022-11-08 13:59:59.999000,-2.0
2022-11-08 16:30:00,1541.26,1509.61,2022-11-08 17:29:59.999000,-2.0
2022-11-08 22:50:00,1312.7,1285.01,2022-11-09 03:14:59.999000,-2.0
2022-11-09 07:00:00,1294.32,1267.04,2022-11-09 08:04:59.999000,-2.0
2022-11-09 12:45:00,1234.66,1202.3,2022-11-09 13:09:59.999000,-2.0
2022-11-09 15:15:00,1228.01,1186.5,2022-11-09 15:39:59.999000,-2.0
2022-11-09 19:45:00,1197.89,1161.68,2022-11-09 20:44:59.999000,-2.0
2022-11-10 01:15:00,1152.17,1218.31,2022-11-10 08:54:59.999000,5.0
2022-11-10 12:45:00,1212.09,1300.58,2022-11-10 13:34:59.999000,5.0
2022-11-10 20:50:00,1300.84,1267.27,2022-11-11 01:34:59.999000,-2.0
2022-11-11 06:00:00,1265.78,1263.97,2022-11-11 14:04:59.999000,-0.14299483322535872
2022-11-11 18:00:00,1274.29,1242.53,2022-11-11 20:39:59.999000,-2.0
2022-11-11 22:30:00,1277.62,1246.81,2022-11-12 05:09:59.999000,-2.0
2022-11-12 07:25:00,1272.53,1273.95,2022-11-12 15:29:59.999000,0.11158872482378197
2022-11-13 01:15:00,1262.2,1231.06,2022-11-13 08:59:59.999000,-2.0
2022-11-13 12:05:00,1239.99,1231.45,2022-11-13 20:09:59.999000,-0.6887152315744453
2022-11-13 20:30:00,1228.35,1194.16,2022-11-14 00:24:59.999000,-2.0
2022-11-14 06:55:00,1227.16,1251.8,2022-11-14 14:59:59.999000,2.007888131946924
2022-11-14 19:00:00,1243.02,1217.26,2022-11-14 19:54:59.999000,-2.0
2022-11-14 23:05:00,1225.1,1263.68,2022-11-15 07:14:59.999000,3.1491306832095467
2022-11-15 07:35:00,1267.54,1273.87,2022-11-15 15:39:59.999000,0.49939252410179774
2022-11-16 00:25:00,1249.08,1241.01,2022-11-16 08:29:59.999000,-0.6460755115765152
2022-11-16 17:50:00,1217.37,1219.21,2022-11-17 01:59:59.999000,0.15114550218915743
2022-11-17 06:20:00,1213.74,1187.74,2022-11-17 09:34:59.999000,-2.0
2022-11-17 12:10:00,1203.16,1203.8,2022-11-17 20:14:59.999000,0.05319325775456902
2022-11-17 22:40:00,1207.7,1218.25,2022-11-18 06:49:59.999000,0.8735613148960797
2022-11-18 10:30:00,1222.81,1205.85,2022-11-18 18:34:59.999000,-1.3869693574635502
2022-11-18 20:20:00,1213.07,1208.63,2022-11-19 04:29:59.999000,-0.36601350293056684
2022-11-19 07:30:00,1207.89,1209.83,2022-11-19 15:34:59.999000,0.16061065163217073
2022-11-19 15:45:00,1209.81,1219.0,2022-11-19 23:49:59.999000,0.7596234119407225
2022-11-20 05:30:00,1218.27,1193.38,2022-11-20 10:44:59.999000,-2.0
2022-11-20 15:05:00,1174.23,1142.93,2022-11-20 21:54:59.999000,-2.0
2022-11-21 05:10:00,1132.23,1107.96,2022-11-21 09:29:59.999000,-2.0
2022-11-21 11:30:00,1125.54,1100.44,2022-11-21 18:04:59.999000,-2.0
2022-11-21 21:25:00,1106.03,1100.33,2022-11-22 05:34:59.999000,-0.5153567263094171
2022-11-22 11:40:00,1083.75,1129.57,2022-11-22 19:44:59.999000,4.227912341407145
2022-11-22 20:05:00,1128.48,1165.65,2022-11-23 04:14:59.999000,3.2938111441939664
2022-11-23 08:05:00,1165.88,1162.71,2022-11-23 16:09:59.999000,-0.27189762239682236
2022-11-23 19:10:00,1177.29,1200.89,2022-11-24 03:19:59.999000,2.004603793457868
2022-11-24 06:15:00,1202.72,1189.08,2022-11-24 14:19:59.999000,-1.1340960489557088
2022-11-24 14:30:00,1191.52,1200.95,2022-11-24 22:34:59.999000,0.7914260776151524
2022-11-24 23:25:00,1204.71,1173.76,2022-11-25 04:39:59.999000,-2.0
2022-11-25 07:40:00,1183.7,1188.17,2022-11-25 15:44:59.999000,0.3776294669257436
2022-11-25 18:05:00,1191.45,1224.16,2022-11-26 02:14:59.999000,2.7453942674891967
2022-11-26 05:40:00,1222.01,1221.13,2022-11-26 13:44:59.999000,-0.07201250398931938
2022-11-26 14:30:00,1222.13,1206.16,2022-11-26 22:34:59.999000,-1.3067349627290081
2022-11-27 01:35:00,1212.01,1212.47,2022-11-27 09:39:59.999000,0.037953482231997786
2022-11-27 11:40:00,1214.52,1212.82,2022-11-27 19:44:59.999000,-0.13997299344597416
2022-11-27 22:30:00,1215.36,1188.01,2022-11-28 01:14:59.999000,-2.0
2022-11-28 05:00:00,1174.28,1169.85,2022-11-28 13:04:59.999000,-0.3772524440508281
2022-11-28 14:35:00,1174.81,1172.35,2022-11-28 22:39:59.999000,-0.20939556183553396
2022-11-29 02:10:00,1179.1,1216.23,2022-11-29 10:14:59.999000,3.149011958273269
2022-11-29 19:05:00,1217.17,1271.73,2022-11-30 03:14:59.999000,4.482529145476798
2022-11-30 06:35:00,1269.99,1263.28,2022-11-30 14:39:59.999000,-0.5283506169339944
2022-11-30 15:55:00,1266.37,1294.46,2022-11-30 23:59:59.999000,2.2181510932823856
2022-12-01 04:25:00,1286.9,1286.2,2022-12-01 12:29:59.999000,-0.05439428082990484
2022-12-01 18:10:00,1277.58,1269.62,2022-12-02 02:19:59.999000,-0.6230529595015605
2022-12-02 05:45:00,1271.9,1275.82,2022-12-02 13:49:59.999000,0.30820033021462734
2022-12-02 18:00:00,1279.72,1285.46,2022-12-03 02:09:59.999000,0.44853561716625584
2022-12-03 05:15:00,1288.59,1270.52,2022-12-03 13:19:59.999000,-1.4023079489985129
2022-12-03 13:25:00,1271.77,1258.25,2022-12-03 21:29:59.999000,-1.063085306305384
2022-12-04 01:30:00,1260.06,1260.81,2022-12-04 09:34:59.999000,0.05952097519165754
2022-12-04 15:25:00,1258.06,1279.97,2022-12-04 23:29:59.999000,1.7415703543551249
2022-12-05 00:05:00,1277.12,1296.02,2022-12-05 08:09:59.999000,1.4798922575795612
2022-12-05 19:10:00,1259.75,1267.17,2022-12-06 03:19:59.999000,0.5890057551101466
2022-12-06 07:40:00,1261.5,1255.45,2022-12-06 15:44:59.999000,-0.47958779231073756
2022-12-06 17:05:00,1256.26,1265.59,2022-12-07 01:14:59.999000,0.7426806552783601
2022-12-07 11:20:00,1228.81,1230.37,2022-12-07 19:24:59.999000,0.12695209186122716
2022-12-08 00:15:00,1232.67,1231.94,2022-12-08 08:19:59.999000,-0.059221040505570685
2022-12-08 11:30:00,1234.32,1282.45,2022-12-08 19:34:59.999000,3.899312982046804
2022-12-08 23:10:00,1282.56,1281.37,2022-12-09 07:19:59.999000,-0.09278318363273878
2022-12-09 08:35:00,1280.99,1275.65,2022-12-09 16:39:59.999000,-0.4168650809139742
2022-12-09 17:05:00,1274.6,1266.63,2022-12-10 01:14:59.999000,-0.6252942099482034
2022-12-10 05:15:00,1264.79,1265.15,2022-12-10 13:19:59.999000,0.028463223143773066
2022-12-10 21:15:00,1273.11,1272.9,2022-12-11 05:24:59.999000,-0.016495039705902007
2022-12-11 13:00:00,1274.52,1265.37,2022-12-11 21:04:59.999000,-0.7179173335844153
2022-12-12 06:40:00,1246.54,1249.32,2022-12-12 14:44:59.999000,0.2230173119193907
2022-12-12 15:45:00,1251.34,1274.98,2022-12-12 23:49:59.999000,1.8891748046094667
2022-12-13 04:15:00,1272.64,1287.96,2022-12-13 12:19:59.999000,1.2037968317827457
2022-12-13 21:05:00,1318.04,1318.87,2022-12-14 05:14:59.999000,0.06297229219143025
2022-12-14 07:05:00,1322.36,1340.2,2022-12-14 15:09:59.999000,1.3491031186666373
2022-12-14 18:40:00,1348.41,1319.77,2022-12-14 19:04:59.999000,-2.0
2022-12-14 23:10:00,1309.13,1282.0,2022-12-15 02:04:59.999000,-2.0
2022-12-15 05:40:00,1291.95,1274.07,2022-12-15 13:44:59.999000,-1.3839544874027716
2022-12-15 19:40:00,1274.84,1270.78,2022-12-16 03:49:59.999000,-0.3184713375796136
2022-12-16 07:15:00,1277.73,1248.42,2022-12-16 08:54:59.999000,-2.0
2022-12-16 13:10:00,1211.27,1198.99,2022-12-16 21:14:59.999000,-1.013811949441493
2022-12-17 03:50:00,1177.75,1177.96,2022-12-17 11:54:59.999000,0.017830609212484517
2022-12-17 11:55:00,1177.95,1176.79,2022-12-17 19:59:59.999000,-0.09847616622098407
2022-12-18 03:25:00,1185.68,1181.93,2022-12-18 11:29:59.999000,-0.3162742055191957
2022-12-18 12:35:00,1181.54,1185.11,2022-12-18 20:39:59.999000,0.30214804407806223
2022-12-19 07:40:00,1179.02,1183.45,2022-12-19 15:44:59.999000,0.37573578056352425
2022-12-19 21:05:00,1176.34,1206.8,2022-12-20 05:14:59.999000,2.5893874220038455
2022-12-20 09:15:00,1210.88,1209.0,2022-12-20 17:19:59.999000,-0.15525898520085465
2022-12-20 19:30:00,1216.77,1210.24,2022-12-21 03:39:59.999000,-0.5366667488514651
2022-12-21 06:25:00,1212.54,1215.41,2022-12-21 14:29:59.999000,0.2366932224916389
2022-12-21 16:00:00,1215.6,1212.84,2022-12-22 00:09:59.999000,-0.2270483711747278
2022-12-22 08:15:00,1213.5,1187.93,2022-12-22 15:04:59.999000,-2.0
2022-12-22 19:20:00,1191.52,1224.25,2022-12-23 03:29:59.999000,2.7469115079897963
2022-12-23 10:55:00,1224.51,1218.45,2022-12-23 18:59:59.999000,-0.4948918342847298
2022-12-23 19:25:00,1219.04,1218.12,2022-12-24 03:34:59.999000,-0.07546922168264149
2022-12-24 04:40:00,1217.72,1218.38,2022-12-24 12:44:59.999000,0.054199651808304196
2022-12-24 15:50:00,1219.24,1220.31,2022-12-24 23:54:59.999000,0.08775958794002299
2022-12-25 00:45:00,1221.64,1219.78,2022-12-25 08:49:59.999000,-0.15225434661603476
2022-12-25 21:40:00,1215.8,1220.07,2022-12-26 05:49:59.999000,0.3512090804408605
2022-12-26 10:35:00,1221.72,1213.99,2022-12-26 18:39:59.999000,-0.6327145336083569
2022-12-26 19:55:00,1217.94,1223.58,2022-12-27 04:04:59.999000,0.46307699886692877
2022-12-27 11:00:00,1221.42,1207.74,2022-12-27 19:04:59.999000,-1.1200078597042837
2022-12-27 20:25:00,1211.01,1197.76,2022-12-28 04:34:59.999000,-1.0941280418823958
2022-12-28 08:30:00,1194.87,1192.69,2022-12-28 16:34:59.999000,-0.18244662599277214
2022-12-28 18:55:00,1197.24,1190.15,2022-12-28 23:59:59.999000,-0.5921953827135678
