1667692800000,7.68000000,7.68000000,7.63000000,7.63000000,26044.91000000,1667693699999,199662.64930000,356,14947.20000000,114655.40380000,0
1667693700000,7.62000000,7.65000000,7.55000000,7.62000000,69306.36000000,1667694599999,526628.93890000,1025,43909.50000000,333784.91060000,0
1667694600000,7.63000000,7.71000000,7.61000000,7.68000000,21520.75000000,1667695499999,165169.59310000,573,13292.19000000,102038.61570000,0
1667695500000,7.69000000,7.75000000,7.66000000,7.73000000,83598.19000000,1667696399999,643980.30860000,939,57870.32000000,445738.32980000,0
1667696400000,7.74000000,7.77000000,7.72000000,7.74000000,60863.65000000,1667697299999,471538.57380000,921,26544.09000000,205689.60410000,0
1667697300000,7.74000000,7.74000000,7.64000000,7.69000000,34121.98000000,1667698199999,262115.83910000,761,7775.32000000,59726.28480000,0
1667698200000,7.68000000,7.75000000,7.68000000,7.73000000,32413.95000000,1667699099999,250300.61710000,500,19431.16000000,150049.58050000,0
1667699100000,7.73000000,7.74000000,7.62000000,7.63000000,30691.45000000,1667699999999,235371.14680000,581,12883.68000000,98768.56180000,0
1667700000000,7.63000000,7.72000000,7.62000000,7.68000000,31708.59000000,1667700899999,243973.00530000,477,14336.50000000,110272.42890000,0
1667700900000,7.68000000,7.71000000,7.66000000,7.66000000,16499.12000000,1667701799999,126811.90100000,229,4654.88000000,35797.95390000,0
1667701800000,7.67000000,7.68000000,7.63000000,7.66000000,21265.29000000,1667702699999,162876.07740000,316,8059.04000000,61749.47010000,0
1667702700000,7.65000000,7.67000000,7.57000000,7.59000000,30969.61000000,1667703599999,235566.49980000,758,10271.92000000,78102.84990000,0
1667703600000,7.59000000,7.62000000,7.57000000,7.58000000,16046.03000000,1667704499999,121967.66500000,289,9236.14000000,70248.01800000,0
1667704500000,7.58000000,7.62000000,7.57000000,7.60000000,46313.48000000,1667705399999,351892.14410000,400,13799.91000000,104922.49100000,0
1667705400000,7.60000000,7.63000000,7.57000000,7.61000000,18337.79000000,1667706299999,139216.67370000,399,6334.19000000,48218.00500000,0
1667706300000,7.62000000,7.66000000,7.61000000,7.65000000,12636.97000000,1667707199999,96550.44260000,329,8062.86000000,61576.43490000,0
1667707200000,7.64000000,7.67000000,7.62000000,7.66000000,18029.92000000,1667708099999,137818.26960000,364,14800.58000000,113166.90240000,0
1667708100000,7.67000000,7.67000000,7.61000000,7.63000000,33642.21000000,1667708999999,256846.19110000,352,3711.22000000,28345.41220000,0
1667709000000,7.63000000,7.63000000,7.60000000,7.62000000,29405.80000000,1667709899999,223743.84360000,252,8557.53000000,65156.63120000,0
1667709900000,7.62000000,7.62000000,7.58000000,7.60000000,3255.91000000,1667710799999,24749.70370000,98,1079.19000000,8197.40470000,0
1667710800000,7.60000000,7.60000000,7.57000000,7.58000000,9871.51000000,1667711699999,74839.50380000,138,2790.80000000,21157.06570000,0
1667711700000,7.57000000,7.58000000,7.56000000,7.57000000,10821.45000000,1667712599999,81929.80980000,182,7311.83000000,55369.76370000,0
1667712600000,7.57000000,7.57000000,7.48000000,7.50000000,75048.99000000,1667713499999,563900.12010000,1115,32005.61000000,240505.87910000,0
1667713500000,7.50000000,7.51000000,7.46000000,7.48000000,24672.02000000,1667714399999,184659.37540000,591,12060.67000000,90313.04510000,0
1667714400000,7.48000000,7.50000000,7.46000000,7.47000000,22550.70000000,1667715299999,168666.05580000,284,5761.98000000,43104.19590000,0
1667715300000,7.47000000,7.49000000,7.45000000,7.48000000,15674.93000000,1667716199999,116979.91890000,311,7211.62000000,53837.52510000,0
1667716200000,7.48000000,7.50000000,7.47000000,7.47000000,7385.68000000,1667717099999,55307.80100000,247,3516.85000000,26348.93810000,0
1667717100000,7.47000000,7.48000000,7.45000000,7.48000000,10270.46000000,1667717999999,76706.10620000,218,2955.27000000,22092.40650000,0
1667718000000,7.48000000,7.50000000,7.47000000,7.50000000,8225.45000000,1667718899999,61558.60420000,131,5525.26000000,41365.69250000,0
1667718900000,7.50000000,7.50000000,7.47000000,7.50000000,6835.80000000,1667719799999,51184.77030000,150,2116.78000000,15864.70870000,0
1667719800000,7.49000000,7.53000000,7.49000000,7.51000000,14499.55000000,1667720699999,108950.26170000,211,8946.02000000,67235.35940000,0
1667720700000,7.51000000,7.53000000,7.50000000,7.51000000,40979.49000000,1667721599999,307870.34280000,333,12408.17000000,93260.05550000,0
1667721600000,7.52000000,7.53000000,7.48000000,7.50000000,55644.86000000,1667722499999,417862.94100000,553,45761.04000000,343704.27210000,0
1667722500000,7.51000000,7.51000000,7.45000000,7.46000000,19243.91000000,1667723399999,143903.13360000,265,5831.39000000,43613.75510000,0
1667723400000,7.45000000,7.53000000,7.43000000,7.52000000,32796.25000000,1667724299999,244993.59930000,705,22509.57000000,168334.56690000,0
1667724300000,7.52000000,7.58000000,7.52000000,7.56000000,49370.04000000,1667725199999,373200.17460000,819,37637.12000000,284538.71270000,0
