1667974800000,1300.78000000,1302.19000000,1297.47000000,1300.13000000,3455.13530000,1667975099999,4491069.77341800,4137,1744.55930000,2267449.01595600,0
1667975100000,1300.12000000,1304.50000000,1299.60000000,1303.32000000,2898.32730000,1667975399999,3772784.78595600,3345,1435.49520000,1868743.29475800,0
1667975400000,1303.31000000,1305.45000000,1299.28000000,1303.47000000,3392.62280000,1667975699999,4417231.51612700,3795,1944.23550000,2531112.46869700,0
1667975700000,1303.46000000,1303.47000000,1297.07000000,1300.50000000,3196.56720000,1667975999999,4152850.49230300,4448,1638.62950000,2128696.73444800,0
1667976000000,1300.51000000,1303.96000000,1297.53000000,1302.36000000,3590.84680000,1667976299999,4671557.66205800,4113,1614.59770000,2100243.36280500,0
1667976300000,1302.35000000,1305.50000000,1300.60000000,1304.94000000,3442.19350000,1667976599999,4487622.60292200,4208,1868.57440000,2435930.22585000,0
1667976600000,1304.93000000,1306.60000000,1295.44000000,1298.16000000,7127.65780000,1667976899999,9273136.08459100,6933,3551.17650000,4618884.11666900,0
1667976900000,1298.15000000,1299.59000000,1293.34000000,1294.32000000,4758.34790000,1667977199999,6169899.27139400,4467,2365.24330000,3066630.10536600,0
1667977200000,1294.32000000,1298.46000000,1294.13000000,1297.11000000,3065.51920000,1667977499999,3973084.44708700,3274,1554.68490000,2014696.32252400,0
1667977500000,1297.11000000,1298.73000000,1295.34000000,1297.25000000,2920.47740000,1667977799999,3788469.53858900,3034,1530.54290000,1985252.24802100,0
1667977800000,1297.25000000,1298.91000000,1293.75000000,1293.75000000,3640.94100000,1667978099999,4719663.25385900,3941,1769.99600000,2294179.89337100,0
1667978100000,1293.75000000,1294.42000000,1286.61000000,1293.44000000,5971.75650000,1667978399999,7709256.28976600,7391,3004.07810000,3877648.49412000,0
1667978400000,1293.43000000,1293.84000000,1288.65000000,1290.55000000,6769.44290000,1667978699999,8738848.50272500,5369,2969.25150000,3832710.71778500,0
1667978700000,1290.55000000,1294.29000000,1289.75000000,1293.41000000,2959.53810000,1667978999999,3824545.51475200,3364,1783.62390000,2304662.99129300,0
1667979000000,1293.42000000,1296.25000000,1288.59000000,1289.55000000,4867.09700000,1667979299999,6290854.06185600,4529,2828.67590000,3655467.33472400,0
1667979300000,1289.54000000,1290.73000000,1273.41000000,1283.18000000,17162.52950000,1667979599999,21965057.56367700,14917,7525.87240000,9629457.00886600,0
1667979600000,1283.18000000,1285.42000000,1275.50000000,1275.50000000,7692.87730000,1667979899999,9841558.37626800,7981,3848.55070000,4923532.31851700,0
1667979900000,1275.51000000,1278.98000000,1266.43000000,1269.80000000,11313.23950000,1667980199999,14395468.49741900,11416,5849.55470000,7442153.38423400,0
1667980200000,1269.80000000,1280.30000000,1268.35000000,1274.14000000,8653.51480000,1667980499999,11044198.18270100,8011,5022.94200000,6408975.75820700,0
